program_code,program_name,catalog_id,course_title,credits,prereqs,coreqs,fees,attributes,description
RS,Religious Studies,RS 0252,Contemporary Moral Problems,3 Credits,RS 0101.,,,"CARS Catholic Studies: Religious Studies, EDCG Educational Studies Cognate","This theological examination of contemporary moral problems considers selected ethical issues in contemporary society and leading approaches to moral decision-making. The course investigates moral problems such as euthanasia and physician-assisted suicide, the death penalty, violence and just war theory, bioethics, sexual and reproductive ethics, global poverty, environmental ethics, and issues in business and legal ethics."
PO,Politics,PO 0163,Supreme Court,3 Credits,,,,"ASPO American Studies: Politics, ASUP American Studies Upper Level, PMAP Politics Major: American Politics","This examination of the politics of the Supreme Court analyzes the relationship between the Court and the remainder of the political system; examines the Court's treatment of government power including commerce clause, taxing power, and relations between the branches; and emphasizes the political consequences of Court decisions."
PO,Politics,PO 0164,Supreme Court II,3 Credits,,,,"ASPO American Studies: Politics, ASUP American Studies Upper Level, PMAP Politics Major: American Politics","This examination of the individual and the Court pays direct attention to Supreme Court decisions regarding civil liberties, including freedoms of speech, press, religion, and assembly. It also examines the rights of accused persons and the 14th amendment equal protection, emphasizing the political implications of these decisions as well as the political environment in which the Court functions."
PO,Politics,PO 0165,Political Parties and Interest Groups,3 Credits,,,,"ASPO American Studies: Politics, ASUP American Studies Upper Level, BSCC Black Studies Component Course, BSSS Black Studies: Social and Behavioral Sciences, PMAP Politics Major: American Politics, UDIV U.S. Diversity","This course examines various linkage models that describe representation of citizens by leaders. Moreover, it examines political parties, interest groups, and public opinion in terms of their contributions to popular control of American politics. What mechanisms do citizens have to gain compliance for their policy preferences? How responsive are decision makers in the American system to citizens' demands? The course considers these and other questions."
PO,Politics,PO 0166,American Public Policy,3 Credits,,,,"ASPO American Studies: Politics, ASUP American Studies Upper Level, PMAP Politics Major: American Politics","This course examines the policy process in the United States by assessing a variety of contemporary policy issues. Students investigate different policy domains to uncover the politics and societal myths affecting different stages of the complicated policy process, paying special attention to people and institutions that formally and informally influence public policy in the United States, including media, elected officials, bureaucrats, consumers, private citizens, workers, political activists, corporations, interest groups, lobbyists, and political parties."
PO,Politics,PO 0167,Media and Politics,3 Credits,,,,"ASPO American Studies: Politics, PMAP Politics Major: American Politics","This course examines the impact of the media on the American political system and, conversely, how government attempts to influence the media for its purposes, and implications of the electronic media for a democratic and informed society. The course pays close attention to the media's impact on national elections and analyzes the media as an agent of political socialization."
BI,Biology,BI 0357,General Virology,3 Credits,"BI 0170, BI 0171.",,,,"This introductory course covers the entire field of virology, with a special emphasis on animal viruses. Coverage centers on the physical, biochemical, and biological aspects of each bacterial and animal virus class. Discussion stresses viral morphology; replication and assembly; pathogenesis of viral infections; and the epidemiology, prevention, and control of viral diseases."
BI,Biology,BI 0362,Marine Invertebrate Zoology,4 Credits,"BI 0170, BI 0171, BI 0172.",BI 0362L.,$55 Science Lab Fee,EDCG Educational Studies Cognate,"Students study the phylogeny, ecology, morphology, and physiology of the major marine invertebrate groups with emphasis on local fauna. The laboratory component includes field trips to various habitats in Long Island Sound to collect specimens for identification and study."
BI,Biology,BI 0362L,Marine Invertebrate Zoology Lab,0 Credits,,,,,
BI,Biology,BI 0364,Freshwater Ecology,4 Credits,"BI 0170, BI 0171, BI 0172.",BI 0364L.,$55 Science Lab Fee,"EDCG Educational Studies Cognate, EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","Students learn the applied and theoretical concepts of the field of ecology using examples from freshwater aquatic systems. In the laboratory, students learn the major groups of organisms present in aquatic systems and conduct experiments involving ecological concepts such as predation and competition."
BI,Biology,BI 0364L,Freshwater Ecology Lab,0 Credits,,,,,
PY,Psychology,PY 0291,Internship in the Teaching of Psychology,3 Credits,PY 0101.,,,,"Racism, sexism, classism, and their attitudinal and behavioral corollaries, bias, prejudice, and discrimination are characteristics of American culture that have plagued society and compromised America's democratic ideals throughout its history. The course explores the notion of race as a social construct and the development of individual cultural and racial identities, as well as ethnocentrism, racism, and ways to counter racism. All cognition takes place in the context of culture. The course also explores the influence of culture on cognition, between people in monocultural race/ethnic groups and within bicultural groups. An experiential component offers multicultural exposure."
PY,Psychology,PY 0295,Supervised Research,3 Credits,PY 0202.,,,,"The course provides research training experience in a supervised setting in which students work closely with a faculty mentor on various research projects. Such work may include assisting in designing and running lab research, data analysis, field experience, and library research. This hands-on experience enhances students' understanding of issues in research design and analysis, and prepares them for more advanced research opportunities should they choose to pursue them (e.g., independent research). Student researchers are expected to spend a minimum of 10 hours per week in their faculty mentor's lab. Enrollment by permission only."
PY,Psychology,PY 0301,Senior Seminar: Modern Psychology: History and Current Issues,3 Credits,,,,,This seminar introduces students to the major historical perspectives in psychology; encourages critical thinking and the generation of creative ideas; and helps students engage in thoughtful questioning of the theory and knowledge base that constitutes the science of psychology. Open to senior psychology majors. Permission of the instructor is required for junior psychology majors.
PY,Psychology,PY 0321,Senior Seminar: Social Psychology,3 Credits,,,,,"This seminar challenges conventional wisdom that psychological processes propel people toward animosity, violence, and suffering and away from compassion, cooperation, and flourishing. As such, the course focuses as much on humans' positive potentialities as on our negative potentialities, and will devote as much attention to psychological approaches to building healthy communities/individuals as to approaches aimed at understanding social strife and psychological suffering. We will take a broad approach, exploring current research in social, evolutionary, and developmental psychology as well as related work in biology, philosophy, and economics. Open to senior psychology majors. Permission of instructor is required for junior psychology majors."
PY,Psychology,PY 0322,Senior Seminar: Health Psychology,3 Credits,,,,HSSS Health Studies: Social Science,"This course provides an in-depth survey of the discipline of health psychology framed within the context of socio-cultural factors such as ethnicity, gender and socio-economic status. Among the topics covered: stress, coping behaviors, biomedical and biopsychosocial models of health and illness, health behaviors, patient-provider communication. The students explore new ways to integrate theory and research with the advances in the science and practice of health psychology, and present their work in a final independent project. Open to senior psychology majors. Permission of instructor is required for junior psychology majors and non-majors."
PH,Philosophy,PH 0304,Aquinas,3 Credits,Two courses in Philosophy.,,,ISIF Italian Studies: Italy-Focused,"This course focuses on Aquinas's most mature work, Summa Theologiae. This work exemplifies the Christian intellectual reaction to Islamic Aristotelianism, while at the same time bearing witness to Thomas's belief in the unity of truth. The course examines and analyzes such questions as the existence and intelligibility of God, the nature and powers of the human composite, human destiny, the human act, good and evil, providence and freedom, natural law, and the virtues."
PH,Philosophy,PH 0307,Descartes,3 Credits,Two courses in Philosophy.,,,FREN French Course Taught in English,"Three years after he finished college, Descartes got stuck in a snowstorm on his way to fight in a war. Alone in his room, he reflected on his education, coming to believe that many of the things he had been taught in college were pretty dubious. He also realized that he had believed many things all his life without giving thought to his reasons for believing them. He decided the best thing he could do was rid himself of all his old beliefs and then, relying only on his own mind, replace them with only those beliefs for which he could find good reasons. This course discusses the development and results of Descartes' search for truth."
PH,Philosophy,PH 0309,Leibniz,3 Credits,Two courses in Philosophy.,,,,"Can everything in the world be rationally explained? Even the existence of the world itself? G.W. Leibniz (1646-1716) thought so.Together with his understanding of the nature of truth, this led him to some startling conclusions, such as nothing causally interacts with anything else, everything internally reflects everything else, and even though evil exists this is the best of all possible worlds.In this course we examine these conclusions as well as Leibniz's theories about such puzzling topics as the nature of the mind, body, God, freedom, and space."
PH,Philosophy,PH 0310,Hume,3 Credits,Two courses in Philosophy.,,,,"This course offers an in-depth understanding of the philosophy of David Hume. Hume, one of the most interesting (and influential) of the 18th-century philosophers, made major contributions to our understanding of causation, morality, and the mind, to name just a few. Hume began with principles that seemed quite plausible but, taking these ideas to their logical conclusions, arrived at a philosophy that is, to say the least, surprising."
PH,Philosophy,PH 0311,Kant,3 Credits,Two courses in Philosophy.,,,,"Almost everyone recognizes that through experience the human mind is shaped by the world. Immanuel Kant, however, argued for the revolutionary claim that the world is shaped by the human mind. In developing this position Kant was led to formulate a radical view concerning the nature of space and time. It also led him to draw striking conclusions about our knowledge of ourselves, objects, causation, God, freedom, and immortality - conclusions that changed philosophy forever. In this class we will study Kant's revolution in philosophy."
PH,Philosophy,PH 0312,Hegel,3 Credits,Two courses in Philosophy.,,,,"The philosophy of G.W.F. Hegel, the most famous of the German idealists, directly spawned the philosophy of Karl Marx. Hegel is considered the father of existentialism and influenced contemporary schools of critical theory, continental philosophy, and post-structuralism. This course focuses on Hegel's most famous work, Phenomenology of Spirit. Students learn the mechanics of dialectical reasoning by examining Hegel's reflections upon time and space, perception, scientific reasoning, the concepts of life and death, the master-slave dialectic, and self-consciousness. The course works through this text in detail, and pays particularly close attention to how Hegel interprets the philosophy of Immanuel Kant."
HE,Hebrew,HE 0210,Intermediate Hebrew I,3 Credits,HE 0111.,,,JST Judaic Studies Minor,"This course, the first in a two-semester sequence, prepares students to continue the study of language on a more advanced level, and includes review of essential points of grammar, vocabulary building, and regular practice in speaking and writing. The language cultures are explored through a wide variety of materials (literary texts, press articles, films, etc.). Students attend three classes per week and do mandatory online work determined by the instructor."
HE,Hebrew,HE 0211,Intermediate Hebrew II,3 Credits,HE 0210.,,,JST Judaic Studies Minor,"This course, a continuation of "
HS,Health Studies,HS 0399,Health Studies Capstone,3 Credits,HS 0101; completion of at least two health studies electives.,,,,The Health Studies Capstone allows the student to integrate and reflect on the wealth of information learned in
GR,Greek,GR 0210,Intermediate Greek Readings I,3 Credits,GR 0111.,,,,"This course includes intensive reading of selected authors of moderate difficulty in various genres, with extensive readings in translation, to give a survey of classical Greek literature."
GR,Greek,GR 0211,Intermediate Greek Readings II,3 Credits,GR 0210.,,,,"This course, a continuation of "
GR,Greek,GR 0325,Advanced Greek Readings I,3 Credits,"GR 0210, GR 0211.",,,,Involves extensive readings of selected works of ancient Greek literature.
GR,Greek,GR 0326,Advanced Greek Readings II,3 Credits,"GR 0210, GR 0211.",,,,Involves extensive readings of selected works of ancient Greek literature.
GR,Greek,GR 0327,Advanced Greek Readings III,3 Credits,"GR 0210, GR 0211.",,,,Involves extensive readings of selected works of ancient Greek literature.
NS,Nursing,NS 0301,Health and Wellness,3 Credits,"NS 0270, NS 0272*.",,,,"This course explores factors that influence health and wellness throughout the lifespan. Epidemiology and evidence based practice provide a framework for the assessment of risk factors. How people make health-related decisions, what risks threaten their health, and reasons for adopting particular lifestyles are examined. Key elements considered essential to providing culturally competent care are reviewed, in addition to increasing awareness about health and healthcare disparities. Social determinants of health, communication, and other wellness concepts are explored. 42 theory hours.   (*indicates concurrency allowed)"
NS,Nursing,NS 0301C,Health and Wellness Clinical,0 Credits,,,,,
NS,Nursing,NS 0303,Basic Pathophysiology and Pharmacology,3 Credits,"BI 0107, BI 0108, CH 0084.",,,,"This course focuses on the study of physiological and biological life processes with a focus on deviations from normal, including exemplar cases. Manifestations of disease and alterations in all body systems are discussed. Pharmacologic therapies commonly used to manage disease are presented, including content on the recognition of side effects, adverse effects, allergy, and overdose. 42 theory hours."
NS,Nursing,NS 0305,Mental Health Nursing,4 Credits,"BI 0151*, NS 0110, NS 0112, NS 0270*, NS 0303*, PY 0111.",,,,"The focus of this course is the nursing care of individuals with psychiatric disorders. A holistic approach based on theories of human behavior and personality as well as neurobiological, developmental, trauma-informed, and recovery-oriented models are used to plan and implement care in a variety of settings. Factors that may contribute to an individual developing a psychiatric disorder are discussed and ethical, legal and cultural issues are considered when planning care. The development of a therapeutic nurse-patient relationship and use of communication techniques to promote healing are emphasized. 42 theory hours, 42 clinical hours.   (*indicates concurrency allowed)"
MU,Music,MU 0086,Private Lessons: Trombone,1 Credit,,,$500 Music Lesson Fee,,
MU,Music,MU 0087,Private Lessons: Trombone,2 Credits,,,$575 Music Lesson Fee,,
MU,Music,MU 0088,Private Lessons: Violin,1 Credit,,,$500 Music Lesson Fee,,
MU,Music,MU 0089,Private Lessons: Violin,2 Credits,,,$575 Music Lesson Fee,,
MU,Music,MU 0090,Private Lessons: Viola,1 Credit,,,$500 Music Lesson Fee,,
MU,Music,MU 0091,Private Lessons: Viola,2 Credits,,,$575 Music Lesson Fee,,
GM,German,GM 0110,Elementary German I,3 Credits,,,,,"Designed for students with no prior experience with German or whose placement scores are in the range for this course level. This course, the first of a two-semester sequence, teaches the essentials of pronunciation, structure, and usage, allowing students to acquire the skills of listening, speaking, reading, and writing. Language cultures are explored through a variety of media. Students attend three classes per week and do mandatory online work determined by the instructor."
GS,General Studies,GS 0399,General Studies Senior Project,3 or 4 Credits,,,,,"This course, required for all students earning a BA or BS degree in Liberal Studies, is typically taken during the final semester. The course synthesizes and integrates students' multidisciplinary studies. Students complete a project or thesis under the direction of a faculty member after first discussing the proposed project with an academic advisor and the faculty member. The course requires a written paper reflecting the various disciplines studied."
FR,French,FR 0110,Elementary French I,3 Credits,,,,,"Designed for students with no prior experience with French or whose placement scores are in the range for this course level. This course, the first of a two-semester sequence, teaches the essentials of pronunciation, structure, and usage, allowing students to acquire the skills of listening, speaking, reading, and writing. Language cultures are explored through a variety of media. Students attend three classes per week and do mandatory online work determined by the instructor."
HI,History,HI 0010,Origins of the Modern World Since 1500,3 Credits,,,,,"The course, which examines the history of Europe and its relationship to the world from the end of the Middle Ages through the 19th century, emphasizes the cultural, social, economic, and political forces and structures that led to the development of commercial and industrial capitalism, and the effects of this development on Europe, the New World, Asia, and Africa. Topics include the Renaissance and Reformation; the Transatlantic Slave Trade; European expansion and colonialism; the development of strong nation states; the Enlightenment; the Industrial Revolution and conflicting ideological and political responses; changing social, family, and gender relationships; and the increasing interaction of Europeans and non-Europeans. Critical analysis of primary and secondary sources develops skills in historical methodology that are of great value in many other academic pursuits. Written assignments and class discussions enhance these skills."
ME,Mechanical Engineering,ME 0327,Fracture Mechanics,3 Credits,ME 0308.,,,,"This course covers fracture mechanics concepts for design, materials selection, and failure analysis. The fundamental principles of fracture parameters and criteria, stress field at the tip of a crack, fracture toughness, thickness effect, plastic zone concept, and crack growth under cyclic loading and aggressive environment will be presented. Emphasis will be placed on the practical applications of fracture mechanics by incorporation ofa failure investigation study where the students utilize the skills developed with the course to root cause a real world failure. Taking a holistic approach each student will have their own case study and learn to incorporate fracture mechanics, material science, mechanics of materials, computer simulation and manufacturing techniques and knowledge into their project."
ME,Mechanical Engineering,ME 0330,Mechanics of Composite Materials,3 Credits,ME 0207.,,,,"While the use of man-made composites have existed for centuries for practical applications, engineered composite materials are finding increasing use in many high technology applications such as aerospace, electronics, sporting goods, and structural components for high stability systems. This course is designed to provide a comprehensive understanding of classification, processing, properties, selection and failure of polymer, metal and ceramic based composite materials."
ME,Mechanical Engineering,ME 0342,Applications of Thermodynamics,3 Credits,ME 0241.,,,,This course applies concepts learned in
ME,Mechanical Engineering,ME 0346,Energy Conversion,3 Credits,ME 0347.,,,,"This course covers the major topics in energy conversion, including fuels used in energy conversion; solar energy; gas turbine engines and applications; internal combustion engines; heat pumps; classic and novel power and refrigeration cycles; system analysis; system economics; and environmental considerations. The course includes computer simulation of power plant performance to optimize energy conversion efficiency. Students will be required to conduct a research on the environmental impacts of the major current energy conversion systems."
ME,Mechanical Engineering,ME 0347,Fluid Mechanics,3 Credits,ME 0241.,,,,"Topics in this course include incompressible fluids at rest and in motion; Bernoulli's theorem and the principle of similarity flow through orifices, nozzles, and pipes; flow through open channels; energy relationships as applied to pipe lines, pumps, and turbines; acceleration of fluid masses; losses in fluid flow systems; fluid dynamics; the momentum theorem in turbomachinery; and introduction to compressible fluid flow. This course emphasizes design solutions using computer analysis and synthesis. The course includes a design project of a system that applies the principles of fluid flow."
IS,Information Systems,IS 0315,Data Mining and Applications,3 Credits,IS 0210.,,,BUEL Business Elective,"This course provides the students with an understanding of the practices of data mining, with a special focus on business analytics. To assure the practical relevance of this course, this course focuses on the applications of techniques and tools that help realize data mining in terms of business analytics and actionable intelligence. The pillar of this course is laid out along with the well-accepted data mining process: starting with data collection techniques, such as collecting/extracting web/text/social media data from heterogeneous resources; following with the discussions toward data preparation techniques (quality and relevance control). Applications of these techniques and tools on different subareas, such as web/text/social media analytics are covered."
IS,Information Systems,IS 0320,Systems Design and Implementation,3 Credits,"IS 0260, IS 0240; one programming course.",,,,"Students work in collaborating teams to design and build a networked information system. Emphasis is placed on development as an ongoing iterative and incremental process. Standard CASE tools, design patterns, and business practices are used to ensure proper communication and integration across development teams."
IS,Information Systems,IS 0350,International Information Systems,3 Credits,IS 0100.,,,"HASM Humanitarian Action Minor Skills/Method Course, LCEL LACS Minor: Elective, WDIV World Diversity","This course investigates information technologies in a variety of international business environments. The course content includes national infrastructures and discrete information cultures in advanced and developing economies. The social, economic, and political impacts of information technologies outside the United States are examined, with an emphasis on appropriate systems design and control. The course covers contemporary issues such as privacy, security, the protection of intellectual property, and national information policies extensively."
IS,Information Systems,IS 0391,Internship,3 Credits,Junior standing.,,,,Students may take up to two semesters of a department-approved internship. Students must have a GPA of 2.5 or higher.
IS,Information Systems,IS 0392,Internship,3 Credits,Junior standing.,,,,Students may take up to two semesters of a department-approved internship. Students must have a GPA of 2.5 or higher.
IS,Information Systems,IS 0393,Internship,1 Credit,Junior standing.,,,,Students may take up to two semesters of a department-approved internship. Students must have a GPA of 2.5 or higher.
HR,Honors,HR 0202,Honors Seminar,3 Credits,,,,,"This seminar, offered in one of the traditional disciplines, seeks to cultivate the skills of critical thinking, cogent argumentation, and effective writing, all by attending to a particular subject matter. Honors students earn six credits in "
HR,Honors,HR 0298,Special Topics,3 Credits,HR 0100.,,,,"This course offers an in-depth investigation of a significant topic or question, conducted in a seminar format. The professor(s) teaching the course choose(s) the topic. This course is generally limited to sophomores, with exceptions made as needed."
HR,Honors,HR 0300,Interdisciplinary Inquiry,3 Credits,,,,,"This team-taught course stresses the value of interdisciplinary approaches to scholarly inquiry by investigating a wide-ranging theme from the perspective of at least two disciplines. Possible themes treated in a given year are progress and its critics, genius and creativity, and the city in the American imagination."
HR,Honors,HR 0398,Special Topics,3 Credits,HR 0200 or HR 0201.,,,,"This course offers an in-depth investigation of a significant topic or question, conducted in a seminar format. The professor(s) teaching the course choose(s) the topic. This course is generally limited to juniors, with exceptions made as needed."
MG,Management,MG 0337,Entrepreneurship: Product Development and Commercialization,3 Credits,Junior standing.,,,,"This course focuses on those skills necessary for success in technology entrepreneurship, beyond traditional business skills and entrepreneurial enthusiasm. These include managing an array of uncertainties including technology, market, resource and organizational. The primary objective of this course is to give students the formalized training necessary to understand and manage these uncertainties. Coursework will include exercises that require students to identify an unmet or underserved market need and a potential technological solution to serve this need with the goal of helping students establish the basis for new venture creation or product launch. This class will discuss both technology push and market pull innovations. The course will progress from technology development/acquisition, through market assessment, business model development, venture funding, and finally, preparation to launch."
MG,Management,MG 0338,Managing a Family Business,3 Credits,Junior standing.,,,,"This course provides a foundation for understanding family businesses, which represent over 80% of the world's free economies. The dynamics of first generation start-ups or multi-generational family businesses are often unique, yet tenuous to manage. Regardless of whether you are a member of the managing family or assuming a position within the firm, comprehension of the idiosyncrasies of successfully managing their complex operations is imperative. Through class discussions, case studies, articles, role plays and your research project based on auditing a locally-based family enterprise, this course will enable you to analyze and consider participating in a family business. Guest lectures from local family businesses will provide real-world application of the theories and concepts discussed in class."
MG,Management,MG 0340,Critical Issues in Management,3 Credits,Senior standing.,,,,This course applies the knowledge students have acquired from previous management courses by examining integrative topics and issues in both domestic and global contexts. The focus of the course reflects traditional core concepts and their application to emerging critical issues in the field of business management. Case studies and experiential learning are used to enhance the classroom pedagogy.
MG,Management,MG 0350,International Law,3 Credits,Junior standing.,,,"HASM Humanitarian Action Minor Skills/Method Course, WDIV World Diversity","This course is a study of international laws, legal institutions, and the societal and cultural institutions that impact and regulate business activity throughout the world. The student is introduced to the risks of international business and how those risks differ from doing business domestically; the function and importance of public international law; the international commercial transaction and its potential problems; and the basic structure and principles of international trade law and negotiations for trade. Also discussed are the legal and ethical problems facing multinationals operating in a number of countries, including licensing and protection of international property rights, and a comparative analysis of host country employment laws. Special emphasis is placed on the developing countries and emerging markets, such as China, Russia, India, Africa, Latin America, the Middle East, and the Caribbean, with a comparative legal and cross-cultural perspective."
MA,Mathematics,MA 0151,Functional Programming,3 Credits,,,,,"This course provides an introduction to the theory and practice of programming in the functional paradigm. Functional programming is based on a view of programs as data and computing as calculation. This approach facilitates the development of programs that are concise, elegant, and free of broad classes of errors. Topics covered will include a broad introduction to computing, symbolic representation of data, recursion, algebraic data types, the lambda calculus as a model of computing, higher-order functions and type systems. Students will complete the course with both the ability to program and a useful foundation for further study of topics in discrete math, logic, proof, and computer science theory. No prior programming experience is required. May be taken as one course in the core requirement in mathematics."
MA,Mathematics,MA 0171,Calculus I,4 Credits,Precalculus.,,,,"This is our most rigorous first-year calculus sequence. However, students are not expected to have had calculus before taking this course. Topics include functions; limits (including the epsilon-delta definition), continuity, and derivatives; trigonometric functions and their derivatives; applications; relative and absolute extrema, and curve sketching; related rates; Rolle's Theorem and the mean value theorem; antiderivatives, definite integrals and area, and the fundamental theorem of calculus. It is recommended that students not enroll in "
MA,Mathematics,MA 0172,Calculus II,4 Credits,MA 0145 or MA 0171.,,,,This course is the continuation of
MA,Mathematics,MA 0211,Applied Matrix Theory,3 Credits,,,,,"Students majoring in the sciences, economics, and business learn the basic techniques and applications of linear algebra, including solving linear systems of equations, determinants, linear geometry, eigenvalues, and eigenvectors. Closed to mathematics majors. Students may not receive credit for both "
MK,Marketing,MK 0342,Contemporary Issues in Marketing,3 Credits,MK 0101; Junior or senior standing.,,,,"This seminar on current marketing issues familiarizes students with the latest issues, events, and problems in marketing. The subject matter for the course draws upon recent events in marketing and course materials are derived from current periodicals and cases."
MK,Marketing,MK 0391,Internship,3 Credits,Junior standing.,,,,"Students may take two semesters of internship, approved by the department. Students must have a GPA of 2.5 or higher. Enrollment by permission only."
MK,Marketing,MK 0392,Internship,3 Credits,Junior standing.,,,,"Students may take two semesters of internship, approved by the department. Students must have a GPA of 2.5 or higher. Enrollment by permission only."
MK,Marketing,MK 0393,Internship,1 Credit,Junior standing.,,,,"Students may take two semesters of internship, approved by the department. Students must have a GPA of 2.5 or higher. Enrollment by permission only."
MK,Marketing,MK 0394,Internship,1 Credit,Junior standing.,,,,"Students may take two semesters of internship, approved by the department. Students must have a GPA of 2.5 or higher. Enrollment by permission only."
RS,Religious Studies,RS 0253,The Morality of Marriage in Christian Perspective,3 Credits,RS 0101.,,,CARS Catholic Studies: Religious Studies,"This course explores marital commitments by exploring the many phases of partnership - courtship, marriage, intimacy, parenting, death - and the specialized skills or virtues these phases require. The course considers questions such as: What kinds of communities, especially faith communities, support marital commitments? What are the forces of society and culture that might threaten them? How might vices, such as physical or sexual abuse, alcoholism, and addiction, erode commitments? The course concludes by assessing how virtuous families might promote peace and justice, and developing an integrated theological account of the moral project we call marriage."
RS,Religious Studies,RS 0255,Catholic Social Teaching,3 Credits,RS 0101.,,,"CARS Catholic Studies: Religious Studies, PJST Peace and Justice Studies",This course examines the modern teachings of the Catholic Church on peace and justice; Christian/humanist attitudes towards war; pacifism and the just war theory; and changes in global political and economic structures that seem necessary to ensure a peaceful and just world order.
RS,Religious Studies,RS 0257,Christian Spirituality,3 Credits,RS 0101.,,,CARS Catholic Studies: Religious Studies,"This course examines the foundations and elements of a spirituality of everyday life from a lay perspective. It considers issues related to the spirituality of university life and to one's broader, future developmental calling on personal, spiritual, and professional levels. Themes of the course include historical overview of Christian spiritual traditions; key theological foundations such as creation, incarnation, doctrine of the Holy Spirit, grace, priesthood of all believers, action, and contemplation; exploration of the practical implications of such a spirituality; and reflection on action for justice."
RS,Religious Studies,RS 0260,Religion in the United States,3 Credits,RS 0101.,,,ASRS American Studies: Religion,"This course explores the story of religion in America from a multicultural, multi-faith perspective. Students will examine how different religious peoples and traditions have interacted across time and how these interactions and exchanges have both complicated and enriched the American religious landscape. Much attention will be paid to those voices often left out of the master narrative of American religion for reason of race, gender, ethnicity, class, or even peculiarity. The course is a survey, thus students will encounter a variety of topics varying from indigenous religious practices, revivalism, the early roots of traditions like Judaism and Islam, new religious movements, to secularization."
RS,Religious Studies,RS 0262,"Afro-Caribbean and African American Religions: Shout, O Children!",3 Credits,RS 0101.,,,"ASRS American Studies: Religion, BSAH Black Studies: Arts and Humanities, BSFC Black Studies Focus Course, UDIV U.S. Diversity","This course examines the evolution and innovation of the religions of African people as they were shaped through the middle passage, merged with other religions during the institution of slavery, and created anew on the American continent and throughout the Caribbean Sea. Students will examine how Caribbean traditions like Vodou and Santeria and American iterations of Christianity and Islam arose out of and against institutions and cultures that sought to subjugate them. Further, students will explore how elements of black religious life, from preaching style to music to liturgy to religious thought, have left an indelible mark upon American and Caribbean religious cultures and traditions."
PO,Politics,PO 0169,United States Environmental Politics and Policy,3 Credits,,,,"ASPO American Studies: Politics, ASUP American Studies Upper Level, EVME Environmental Studies Major Elective, EVPE Environmental Studies Elective, EVSS Environmental Studies: Social Science, PMAP Politics Major: American Politics","This course introduces students to the processes, actors, casual factors and theoretical approaches central to the creation and implementation of US environmental policy. The first section examines the history of US environmental politics, the policy process, and prominent theories that seek to explain that process. The second examines the role of key institutions, including the President, Congress, courts, federal agencies, environmental groups and corporations. The third section examines key current issues, including risk assessments, economic tools, air and water pollution, toxic chemicals, public lands endangered species, water shortages, and climate change."
PO,Politics,PO 0170,The Battle Over Family Values in American Politics,3 Credits,,,,"ASPO American Studies: Politics, ASUP American Studies Upper Level, PMAP Politics Major: American Politics, WSGF Women, Gender, and Sexuality Studies: Gender Focused","Contemporary American politics is marked by numerous debates about the family in American society. Issues of gay marriage, abortion, abstinence/ pre-marital sex, shifting gender roles within the family, and new parenting and reproductive methods are some of the hotly debated policy issues, illustrating the political struggle to define the soul of America and the role of the family within. This course explores such contemporary political debates over the family, their policy implications and significance to current elections, also examining the historical context and previous ideological battles that characterize the tumultuous relationship between the family and the American state. Seminar format."
PO,Politics,PO 0171,State and Local Politics,3 Credits,,,,PMAP Politics Major: American Politics,"This course examines the role of state and local governments within the United States. State and local governments are unique subnational governments with their own political culture and identity and very greatly within and across the American political system. This course explores the political processes and the institutions of state and local governments. The course highlights the multifaceted, and often difficult, issues facing sub-national governments; the philosophies of state and local governments; their responsibility and function regarding election administration and voting; and their role within the larger national government."
PO,Politics,PO 0172,Public Opinion and Polling,3 Credits,,,,PMAP Politics Major: American Politics,"A central feature to American democracy is that the public must play an active role in governing. This course invites students to think about and reflect on the role of public opinion, the tools used to measure it, and its impact on policies and elections, in American democracy. Students will examine what public opinion is, publics’ knowledge of politics, how citizens are socialized politically, group differences in public opinions, and various methods employed to measure public opinion. By the end of the course, you will be able to determine when and how public opinion influences various aspects of American politics."
PO,Politics,PO 0173,Campaigns and Elections,3 Credits,,,,PMAP Politics Major: American Politics,"In a democratic political system, elections are the means by which the transition of power occurs. Thus, understanding the nature of American elections and campaigns is necessary to understand our political system. This class focuses on American elections: discussing how the actions of the players influence outcomes, the behavior of voters, the politics of election administration, and the laws that govern the rules to the game. We will observe and analyze both empirical research and the reality of campaigns today as both have significant implications for our democracy."
BI,Biology,BI 0365,Evolutionary Biology,4 Credits,"BI 0170, BI 0171, BI 0172.",BI 0365L.,$55 Science Lab Fee,EDCG Educational Studies Cognate,"The course begins with an examination of the intellectual origins of biological thought and includes a study of the historical factors that contributed to Charles Darwin's development of the theory of evolution. Topics include the evidence for evolution, the forces affecting evolution (e.g., mutation, migration, genetic drift, and selection), and natural selection as the basis of adaptation, as well as the philosophical and practical aspects of defining species and reconstructing phylogenetic relationships. Students critique (individually and in groups) current papers in evolutionary biology on topics such as punctuated equilibrium theory, Darwinian medicine, human origins, co-evolutionary arms races, systematics and biodiversity, and the evolution of sex."
BI,Biology,BI 0365L,Evolutionary Biology Lab,0 Credits,,,,,
